title,url,hint,hint_reasons,tags,description,keep,notes
Trash wars,https://pestogames.itch.io/trash-wars,?,,,"Your factory is producing a box of waste every 3 seconds. That is a lot of trash and nobody likes that! The solution: use your droids, drones and cannons to send your trash to your neighbor! There, it is not your problem anymore! Droids shoot each other when they meet. Wherever a droid dies, it is dropping it's load. Where. Ever. It. Dies. And when you run out of space... someone has to lose! Trashswars is a reversed tower offense game we created for Ludum Dare 45. Please vote for us in Ludum Da",,
Trawl,https://houseofwire.itch.io/trawl,?,,,"Also available on Steam Trawl the sea to discover what secrets are hidden in its depths and record your findings on your typewriter. The sea has many stories to tell, and will reward multiple voyages. If you choose to record your findings on the typewriter, Trawl will save a text file in your Documents/Trawl/ folder. Linux Users Please Note: While we have verified that Trawl runs as intended on Linux, we've only been able to do so on the one machine, a Mac Mini. Should you run into into any prob",,
Treasure of the DAGOMO (The Adventures of Jonas Potton),https://michyox.itch.io/treasure-of-the-dagomo,?,,,"My name is Jonas Potton, I am an archaeologist who loves treasures, and above all, I am an avid adventurer. One day, in a small village I wandered into on my journey, I found a hut in a desolate corner of the village. There lived an old man who told me a strange story, pointing to a mountain in the distance with a glowing peak. ""There is a cave in that mountain called 'DAGOMO'. And there is a large amount of treasure there, hidden by bandits long ago."" I traveled for months and finally found the",,
Treasures of a Slaver's Kingdom,https://ghalev.itch.io/toask,MIXED,"+violence,adventure game -cute",,"In the cruel kingdoms north of the Viraxian Empire, a barbarian seeks treasure - and vengeance! Having escaped the clutches of the Slaver King, he has vowed to pillage the wealth of the kingdom ... then bring it to its knees. YOU are this barbarian. Weakened by your ordeal as a slave, wandering an unfamiliar realm filled with danger, you must use cunning, savagery, and something approximating English syntax to regain thy might, rally an army of friends to your cause, do repeated business with a ",,
Tribunal (reload gamejam edition),https://boneguy.itch.io/tribunal-reload-gamejam-edition,KEEP,"+fps,monsters",,"<UPDATE> Since I'm submitting this to the abortion funds bundle I updated the jam version with some minor things: * I ported the game to the pro version of efpse: https://jessicochan.itch.io/easy-fps-editor-pro * I changed a few textures to make it slightly more clear as to where you need to go <END> Tribunal is a retro fps made in the free version of easy fps editor for the reload magazine game jam. Story (this is all set dressing and not important to the gameplay): Many years ago, the rapture ",,
Tricky Typing,https://pretty-ok-games.itch.io/tricky-typing,?,,,"Tricky Typing is a multiplayer typing game where your only input device is a controller. That's right! Each action ranging from a button press to the flick of a joystick is mapped to a letter from A - Z. Features Customizable Dictionary: Start a match off with your own personally submitted words Dyslexic Font: If you have dyslexia, then the included font, Open Dyslexic , may be for YOU! Adjustable Game Speed: Whether at half speed or 150%, play the grame how you want to System Requirements Minim",,
Tunnel Hack,https://dizzypup.itch.io/tunnel-hack,REMOVE,-ttrpg,,"Tunnel Hack is a rules-light dungeon crawler TTRPG. In Tunnel Hack , players take on the role of intrepid adventurers venturing into deep, dank dungeons for gold, glory and even more gold.                                  It's an old-school style game heavily inspired by Ken St. Andre's Tunnels & Trolls . Features! Very rules-light and easy to learn, clocking in at only 7 pages. Quick character creation that still offers plenty of options with 5 playable kin and 4 playable character types. Open ",,
Turn Chase,https://jasonnumberxiii.itch.io/turn-chase,?,,,""" Turn Chase "" as the 13th project made by Jason is another indie game, now with turn based system. You are one, there are many of them. Chasing hostiles, spawning barracks and firing turrets. You are not a hero, you can't fight with them for long. Reach to the exit in all 28 levels, avoid chasing enemies, fight for survival and gain attribute points for completing maps on all three difficulties to become more resistant! Don't forget, there is another pack of achievements to collect! Press the m",,
Turn Out the Lights,https://bijanstephen.itch.io/turn-out-the-lights,?,,,"You've been out there for a while. Now it's time to come home. This is a short text adventure that features original music and dialogue. Credits Written and directed by Bijan Stephen Programmed by Byron Hulcher Art by James Fitzgerald Sounds by Stella Emmett & Mike Dvorscak Music by Johan Lenox Thanks to George Machado, Olivia Gulin, and Kurtis Melby.",,
Turn-Based Champion,https://lostlightstudio.itch.io/turn-based-champion,KEEP,+monsters,,Turn-Based Champion is a local multiplayer RPG-BoardGame-PartyGame-VideoGame hybrid where you compete against monsters in turn-based battle and your friends in minigames to become the Champ! Master minigames or defeat bosses to stack up your trophies and earn the crown! ***It is HIGHLY recommended to use a controller for this game***,,
Twelve Floors Below.,https://stationr.itch.io/twelve-floors,KEEP,+creature,,"He's gone, they said. Curtis wakes up one day to find himself in his own bedroom, but he couldn't remember anything before that. A wrench in his hands, off he goes into the neighbourhood trying to uncover the truth. Weirdly, he discovers that there are no parents in the neighbourhood, leaving kids like Droo, Ren Duo and Menola roaming free. As Curt meets the kids, he learns that the kids, whom he once was very close with, are hiding something from him. But it is also through the dialogues, that ",,
Twilight Tower (post jam version),https://boz-float.itch.io/twilight-tower,KEEP,"+horror,dark,creepy",,"We're working on updating Twilight Tower from a short story to a full narrative and releasing it separately, sign up for the newsletter for updates & beta access: https://aesth.substack.com/ ------------------- A survival horror/roguelite/dark decision-making card game hybrid with a creepy, other-worldly narrative where morality conflicts with survival. Escape the sand. ------------------- Aesth Team Illustration & Concept: c0hil https://www.instagram.com/c0hil/?hl=en Sound & Concept: haberworks",,
U.F.O - Unfortunately Fortunate Organisms,https://rebournestudios.itch.io/ufo-unfortunately-fortunate-organisms,?,,,U.F.O - Unfortunately Fortunate Organisms is an alien resource management action game where you beam up humans using your spaceship and churn them into resources to upgrade your spaceship. In 30 days the evil galactic warlord will complete his master weapon and wipe your race from the face of the galaxy. Can you upgrade your ship and defeat him or will he bring extinction to your race? Features Upgrade Your Spaceship â Choose how you upgrade your spaceship with the humans you collect. Increase,,
Ultimate FPS Challenge,https://mohd-asif.itch.io/ultimate-fps-challenge,?,,,"You need to kill all targets and Especially Boses in each stage in order to progress further at the end You need to kill the Final Boss in order to complete the challenge. The Game have 5 Stages each with small enemies and one Unqiue Boss. Stage 1 - Remen Thrower, Stage 2 - Marker Thrower, Stage 3 - Tall Boss, Stage 4 - Wedding Ring Thrower, Final Stage - Dumbell Thrower. Game is Free to Download & Source is also available in the same link for Download for 59.99$",,
Ultimate Zombie Death Ball,https://devils-cider-games.itch.io/ultimate-zombie-death-ball,MIXED,"+death,post-apocalyptic -sports game",,"When the world falls apart it is the job of the survivors to build it back up again better than it was before. The old ways of justice were flawed and fraught with loopholes… well no longer. Introducing Ultimate Zombie Death Ball a pure justice system for our post-apocalyptic times. All crimes will be treated as equal and will result in a trip to the Zombie Dome. We are all equal in the ravenous eyes of Zombie Lady Justice. Only the strongest, fastest and most innocent will survive. Come out and",,
